0.20642011	-0.16758865	0.49194548	-0.056289032	-0.17167018	-0.32032242	0.1859441	-0.31648993	-0.24095738	-0.31882322	0.071	-0.27464482	-0.02581556	-0.010936388	0.094837375	-0.028572451
0.2488473	-0.10378512	0.45377803	0.16165899	0.42615044	-0.40632817	0.5224736	-0.739424	-0.34599373	-0.5563875	-0.041314743	0.07739474	0.3300534	-0.16082296	0.07380603	-0.5426005
0.27259058	-0.19986716	0.42145216	-0.12636858	-0.057370305	-0.2282762	-0.143093	-0.033785716	0.06418049	-0.34283346	0.12557214	-0.2857919	-0.23485313	0.057152368	0.10896361	0.21365918
0.28751102	-0.033702612	0.40056425	-0.2630558	-0.32374308	-0.28523263	-0.084869795	-0.01738036	-0.016777216	-0.0063373754	0.021704717	-0.45397204	-0.06633964	0.053020876	0.06105626	0.107018724
-0.075732	-0.046306893	0.34122723	-0.20778865	-0.45669645	0.0956943	0.120922364	-0.050551366	-0.28586957	-0.14022145	0.059207816	-0.20933238	0.021368453	-0.18917996	0.026854042	0.11488568
0.49225026	-0.20897754	-0.2919275	0.028083822	-0.077341706	-0.40781283	-0.6622203	0.5431904	0.53809226	0.23049633	0.19692375	-0.5145349	-0.6370798	0.4278489	0.2703	0.7060132
0.36115757	-0.07386358	0.3857942	0.04995948	0.18544291	-0.49477005	0.17423423	-0.35593215	-0.10824924	-0.40312448	-0.0042227576	-0.22671331	0.06810684	0.10911544	0.07055407	-0.2408122
0.062778905	-0.23836914	0.3490359	0.106371	0.054828614	-0.12651092	0.18671004	-0.31748432	-0.33171317	-0.30194744	0.17620745	0.028889813	0.0022892684	-0.033130348	0.11785124	0.06760102
-0.26774442	-0.3692128	-0.19900924	-0.22593413	-0.7187308	0.35798255	-0.6279912	0.6750624	-0.09865164	0.33500046	0.35273466	-0.29540586	-0.6284325	0.31005514	0.28201374	0.8207485
0.34637618	-0.18938847	0.33548185	0.057710353	0.15595673	-0.3963351	-0.054041326	-0.20984247	0.11763042	-0.22786403	0.14248312	-0.17488159	-0.16505036	0.16529647	0.11382801	-0.02792969
